대여소 명,대여 건수,대여일자/월
338. 세운스퀘어 앞,1268,202206
4825. 신내동 벽산아파트 후문 앞,1269,202206
454. 종로2가 버스정류장 (종각방향),1270,202206
2712.화곡터널입구교차로,1270,202206
1305. 성북구청,1271,202206
4214. JTBC 앞,1271,202206
2412. 일원1동 주민센터,1273,202206
1937. 한진아파트 입구,1275,202206
3707. 드래곤타워 앞,1277,202206
1965. 삼환로즈빌아파트 105동 옆,1279,202206
672.대광고등학교,1279,202206
300. 정동사거리,1283,202206
4123. 배봉초교 교차로,1285,202206
2303. 논현역 10번출구,1285,202206
155. 가좌역1 번출구 앞,1288,202206
2308. 압구정파출소 앞,1290,202206
1540. 가오리역,1293,202206
4238. 상암한샘빌딩앞,1293,202206
"1533. 번동 주공3, 4단지 교차로",1293,202206
610. 동대문중 교차로,1294,202206
809. 한남 유수지 복개주차장,1296,202206
2902.공릉풍림아파트 108동,1296,202206
1408. 먹골역 6번출구 앞,1299,202206
3414.종로5가역 4번출구,1300,202206
601. 용신동주민센터,1301,202206
4507. 신정제일시장,1301,202206
3793. 더리브골드타워,1302,202206
241. 신길우성1차아파트 앞 공원,1304,202206
3815. 광일빌딩,1306,202206
553. 중곡 성원아파트 앞,1307,202206
4629. 한강초교보도육교 앞,1307,202206
4105. 서울교통공사사거리 교통섬,1309,202206
2531.멤피스아파트 앞,1311,202206
3203.도림동배드민턴체육관,1312,202206
1361. 홍익중고 입구,1314,202206
800. 목월공원 앞,1316,202206
5065. 허준박물관삼거리,1317,202206
2066. 양문교회 앞,1317,202206
562. 군자지하보도 앞,1317,202206
782.서남병원 후문,1317,202206
4539. 목동7단지아파트 A상가,1317,202206
1928. 고척스카이돔구장 광장,1318,202206
4895. 위례포레샤인15단지 상가,1320,202206
4005. 중계2차 한화꿈에그린 101동 인근,1321,202206
4062. 평화도봉공원 주변,1321,202206
1642. 서울여대 남문,1321,202206
1334. 석관동주민센터 앞,1323,202206
4023. 월계역 1번 출구,1323,202206
3763. 등촌태영아파트,1323,202206
2091. 이수역9번출구,1324,202206
356. KT혜화지사 앞,1324,202206
1171. 염창동 새마을금고 건너편,1326,202206
4823. 방정환교육지원센터 옆,1326,202206
1666. 노원소방서인근,1327,202206
379. 서울역9번출구,1328,202206
3975.현대시티아울렛 가산,1336,202206
4677. 백련산 SK뷰 아이파크 해모로 아파트 앞,1339,202206
2413.도곡역 1번 출구,1340,202206
1429. 장안중학교,1342,202206
1109. 공항시장역 4번출구,1343,202206
2195.은천교회,1345,202206
939. 은평구청 교차로,1345,202206
1437. 늘푸른공원 앞,1349,202206
4569. 힐스테이트클래시안아파트,1350,202206
346. 맥스타일 앞,1351,202206
3120.DMC엘가아파트 앞,1351,202206
5753. 호반써밋,1352,202206
394. 경희궁 자이 3단지,1353,202206
1402. 금란주차장 앞,1353,202206
813. 삼각지역 3번출구,1354,202206
223. 진주아파트상가 앞,1355,202206
1627. 수락산역 4번출구,1355,202206
1941. 오류동역 2번출구,1356,202206
2917.신창중학교 후문 맞은편 버스정류장,1356,202206
740. 으뜸공원,1359,202206
353. 재동초교 앞 삼거리,1361,202206
2327. 뱅뱅사거리 랜드마크타워 앞,1361,202206
932. 예일여중,1362,202206
3102. 연희삼거리,1365,202206
1808. 에이스하이엔드타워8차 앞,1369,202206
126. 서강대 후문 옆,1369,202206
281. 신동아아파트 앞,1370,202206
472.삼일교(시그니쳐 타워),1376,202206
3818. 은천교회 앞,1379,202206
2276. 영동1교 (양재천근린공원),1380,202206
2009. 보라매역 8번출구,1381,202206
355. 서울사대부속초교 앞,1381,202206
145. 공덕역 5번출구,1382,202206
844. 이촌2동 동원베네스트 아파트 앞,1385,202206
4620. 삼각지역 14번 출구 앞(교통섬),1387,202206
111. 상수역 2번출구 앞,1388,202206
2423.영희초교 사거리(래미안개포루체하임),1388,202206
1003. 해공도서관앞,1389,202206
3128.동신병원 맞은편,1390,202206
4468. 가락1동주민센터,1392,202206
3803. 남서울중학교,1392,202206
1733. 방학사거리 (봄마당 앞),1394,202206
1913. 구로리공원,1395,202206
170. DMC파크뷰자이아파트 302동 앞,1397,202206
453. 종로오가 지하쇼핑센터 14번출구,1398,202206
1136. 등촌2파출소,1400,202206
5851. 도림천 건널목 위,1401,202206
4558. 대영중고 후문,1402,202206
1428. 원묵고등학교,1403,202206
341. 혜화역 3번출구 뒤,1403,202206
2823.중앙유통단지 앞,1404,202206
4016. 노원 마들스타디움,1405,202206
1681. 현대6차 아파트,1405,202206
4537. 서울남부지방검찰청 후문,1406,202206
1805. 서울디지털운동장 앞,1406,202206
124. 서강대 정문 건너편,1407,202206
2077.노들역 3번출구,1413,202206
5059. 화곡2동주민센터,1414,202206
105. 합정역 5번출구 앞,1414,202206
1709. 쌍문역4번출구 주변,1415,202206
807. 서울역 12번 출구 앞,1416,202206
4210. 가좌행복주택 앞,1421,202206
617. 청솔우성아파트 앞,1421,202206
1846. 롯데캐슬골드파크1차 동문,1422,202206
450. 효자동 삼거리,1425,202206
1470.중화동 우리은행 앞,1427,202206
3528. 광진정보도서관,1428,202206
345. 서울보증보험본사 앞,1428,202206
4659. 신진과학기술고등학교 버스정류장(응암시장 방면),1433,202206
2540.반포천 앞,1435,202206
3432.종로2가 사거리,1435,202206
1165. 마곡중학교 후문,1435,202206
395. 경희궁 자이 2단지,1436,202206
4014. 당고개역 3번 출구,1437,202206
519. 양지사거리,1441,202206
2294. 두상빌딩 앞,1442,202206
403. 부엉이공원 앞,1446,202206
4708. 조계사앞사거리,1446,202206
475.DDP 패션몰,1447,202206
2538.사평리 공원,1448,202206
752. 성원2차 아파트,1448,202206
2725.서울식물원 식물문화센터,1448,202206
1085.래미안 솔베뉴(고덕로),1449,202206
4552. 코레일유통본사,1450,202206
817. 삼각지역 4번출구 앞,1450,202206
4048. 신도1차아파트앞,1451,202206
4674. 녹번역e편한세상 캐슬 정문 앞,1451,202206
571. 어린이대공원역6번출구,1452,202206
2086.삼일수영장 앞,1454,202206
461. 서울지방경찰청,1454,202206
4852. 서울복합물류 게이트 1,1455,202206
1814. 두산위브아파트 옆 상가건물 앞,1456,202206
3103. 홍제삼거리 북측,1456,202206
143. 공덕역 2번출구,1457,202206
4104. 외대앞역 교차로,1458,202206
1372. KEB은행 고대점,1458,202206
775.세종그랑시아 앞(102동),1460,202206
4317. 양재근린공원,1461,202206
544. 광남중학교,1463,202206
4891. 위례포레샤인17단지 위례대로 방면,1464,202206
1620. 중계동 노원구민체육센터 옆(중1-2),1466,202206
433. 을지로입구역 2번출구,1466,202206
4560. 양평동성원아파트,1466,202206
828. 숙대입구역 8번,1467,202206
1630. 수연빌딩 앞,1467,202206
2112. 서울대입구역 마에스트로,1468,202206
1765.쌍문역 1번 출구(양산부인과 빌딩),1470,202206
1473.중랑역 1번 출구(중화문화복지센터),1472,202206
4600. 영등포구 총괄 우체국,1475,202206
3758. 서울남부출입국관리소,1475,202206
390. 충무로역 1번출구,1475,202206
1960. 구로거리공원 동측(신도림역 방면),1476,202206
289. 대림3동사거리,1476,202206
4713. 현대 뜨레비앙 아파트 앞,1480,202206
736. 오솔길공원,1480,202206
510. 서울숲 남문 버스정류소 옆,1482,202206
2274. 양재시민의숲역 3번출구,1482,202206
3121.가좌삼거리,1483,202206
4819. 면목동 새싹어린이공원 앞,1484,202206
4619. 한강트럼프월드3차 앞,1484,202206
3420. 성균관대입구사거리,1485,202206
2202.청계산입구역 1번출구,1485,202206
673.안암골벽산아파트(후문),1487,202206
1749. ESA아파트 상가 앞,1487,202206
949. 연신내역 1번 출구,1488,202206
3408.종로타워빌딩,1491,202206
839. 보광동 삼성리버빌아파트 앞,1491,202206
191. 서우빌딩,1492,202206
242. 신길선원가와인아파트 앞,1492,202206
2324. 천주교 대치 2동 교회 옆,1495,202206
2085.강남중학교 앞,1495,202206
774.등촌역 4번 출구,1495,202206
846. 용산중학교,1496,202206
4894. 문정법조단지13,1499,202206
320. 을지로입구역 4번출구 앞,1500,202206
2703.서울도시가스 앞,1501,202206
1520. 성실교회,1502,202206
1929. 고척근린공원 고척도서관 앞,1503,202206
4854. 가락시장역 2번 출구,1503,202206
1682. 중계종합사회복지관 교차로,1506,202206
256. 동아에코빌입구,1506,202206
1506. 강북문화예술회관,1510,202206
637. KAIST 경영대학 앞,1512,202206
1907. 구일우성(아) 육교 밑,1514,202206
1288. 문정중교 사거리,1514,202206
134. 연세로 명물길,1515,202206
1665. 양지근린공원앞,1515,202206
2332. 선릉역3번출구,1515,202206
1080.엘웨딩,1516,202206
2911.상계역중앙시장,1518,202206
4032. 은행사거리 성모빌딩 앞,1518,202206
4824. 상봉신협 앞,1519,202206
2904.중계3차청구아파트,1519,202206
1924. 삼부르네상스파크빌,1521,202206
1322. 래미안라센트아파트 103동 앞,1522,202206
288. 쌍용예가(구청별관),1522,202206
2244.교육개발원입구 교차로,1524,202206
749. 이대목동병원보도육교,1524,202206
1036. 고덕동 주양쇼핑,1525,202206
3689. 강일역 3번출구,1525,202206
2745.수명초등학교,1527,202206
339. 종로4가 사거리,1528,202206
4460. 올림픽훼미리아파트 112동 앞,1528,202206
270. 증권거래소후문교차로,1529,202206
958. 본 서부병원 버스정류장(은평 세무서 방면),1530,202206
1444. 면목4치안센터,1533,202206
4011. 월계 센트럴 아이파크,1535,202206
286. 우성아파트 교차로,1535,202206
4175. 대방역2번출구,1537,202206
1382.래미안월곡아파트 입구,1538,202206
2090.기아자동차 사당점 앞,1541,202206
5078. 왈도강서캠퍼스 앞,1541,202206
427. 성산시영아파트,1542,202206
4867. 가락대림아파트 앞,1542,202206
2709.강변아파트 310동 앞,1544,202206
1403. 중화빌딩 앞 (동부시장),1545,202206
2187. 현대시장사거리,1546,202206
2508. 양재이스타빌 앞,1546,202206
5057. 마곡역4번출구,1546,202206
1987. 개봉아이파크아파트 앞,1547,202206
2407. 역삼.서초.삼성 세무서 앞 (역삼빌딩 앞),1548,202206
732. 신월중학교,1548,202206
165. 중앙근린공원,1549,202206
2656.풍납동 아이파크 107동 앞,1551,202206
182. 망원2빗물펌프장 앞,1553,202206
254. 도림신협 앞,1554,202206
805. 문배어린이공원 앞,1556,202206
3685. 강동리엔파크14단지(1401동 앞),1557,202206
1726. 삼익세라믹아파트교차로,1560,202206
1834. 월드메르디앙 벤처센터 2차,1562,202206
1233. 잠실3거리(갤러리아팰리스),1563,202206
579. 마장역 4번출구,1564,202206
4025. 한천교 동편,1566,202206
5853. 여의도역2번출구 앞,1566,202206
1375. 생명의 전화 종합복지관 앞 교차로,1567,202206
4226. 마포프레스티지자이 1,1567,202206
1983. 구로동롯데아파트,1567,202206
1228. 마천사거리,1571,202206
1994. 삼성전자 물류센터 앞,1573,202206
4556. 리버뷰신안인스빌1차 후문,1575,202206
2221. 방일초교 마을버스 정류장,1576,202206
4078. 원당공원 앞,1576,202206
2511. 이수역 6번출구 앞,1577,202206
916. 평생학습관 앞,1581,202206
1514. 강북구청 사거리 버스정류소 앞,1581,202206
"4809. 동성1,2차 아파트 앞",1582,202206
4872. 개롱역 3번 출구 뒤,1582,202206
3882. 자양2동 주민센터,1587,202206
3775. 가양오토갤러리,1587,202206
4652. 신사두산위브2차아파트 앞,1589,202206
4567. 한림대학교 강남성심병원 신관,1590,202206
4478. 문정근린공원2,1592,202206
367. 독립문역 3-1번출구,1592,202206
3220.래미안에스티움 앞 (신풍로),1593,202206
4517. 성보하이드로빌딩,1594,202206
2089.사당역10번출구(금강빌딩),1595,202206
1186. 송정중학교,1596,202206
445.대한상공회의소,1596,202206
495.염리초등학교 앞,1597,202206
3783. 마곡금호어울림아파트,1598,202206
625. 답십리초등학교 앞(현대시장 옆),1599,202206
2247.섬들근린공원,1600,202206
3886.광진구 민방위교육센터,1600,202206
661. 경희대학교 청운관,1601,202206
348. 독립문역 사거리,1601,202206
4028. 한일유앤아이아파트 105동 인근,1602,202206
513. 뚝섬역 5번 출구 정류소 옆,1602,202206
5063. 서남환경공원(방화동도시개발2단지방향),1605,202206
4884. H비즈니스파크,1606,202206
835. 남영역 건너편,1608,202206
1257. 가락시장역 사거리,1608,202206
1027. 프라자 아파트 앞,1608,202206
4528. 양천구청역 1번출구,1610,202206
5066. 아망떼마곡전시장,1612,202206
4018. 상계주공15단지 버스정류소,1614,202206
400. 상암한화오벨리스크 1차 앞,1617,202206
4264. 홍남교 버스정류장,1617,202206
742. 등촌역 5번 출구 뒤,1618,202206
4791. 명동역9번 출구,1619,202206
1743.창동19단지아파트 관리사무소앞,1619,202206
4102. 휘경1동주민센터 앞,1619,202206
4113. 한국국방연구원 앞,1619,202206
1953. 천왕역 4번출구 뒤,1621,202206
1265. 문정동 근린공원,1625,202206
327. 낙원상가 옆,1626,202206
4873. 개롱역사거리 2번 출구,1627,202206
4373. 서울숲 지식산업센터,1629,202206
1691. 노원정보도서관,1631,202206
1606. 태릉입구역 3번출구,1633,202206
2033. 사당동 아르테스 웨딩앞,1634,202206
2710.라이품 공영주차장 앞,1637,202206
1277. 성내6교,1637,202206
3215.강변삼성래미안,1638,202206
1072.고덕역 5번출구,1639,202206
709. 신정3동 현장민원실 앞,1641,202206
4705. 웰니스센터(민방위교육장 앞),1643,202206
5073. 우장산역 헤링턴타워 앞,1645,202206
1565.대한병원앞,1646,202206
4792. 퇴계로4가 교차로(중구청),1646,202206
1396.래미안장위퍼스트하이(513동),1646,202206
4496. 잠실 파크리오 120동 앞,1647,202206
4031. 청암예술학교 앞,1647,202206
4255. 래미안 루센티아 아파트 108동 앞,1648,202206
"1051. 강일중,선사고 버스정류장(신암중학교 방면)",1648,202206
2179. 양녕로 입구,1648,202206
456. 숭인2동 주민센터 입구,1649,202206
380. CJ제일제당 앞,1649,202206
4267. 서대문역 2번 출구,1650,202206
109. 제일빌딩 앞,1650,202206
292. 영일 어린이공원,1652,202206
4526. 목동아파트2단지 222동 앞,1656,202206
1411. 상봉시장앞 교차로 한성빌딩 앞,1657,202206
2642.마천동 성내천 쉼터,1657,202206
3762. 마곡9단지 907동앞,1659,202206
199. 서울 월드컵 경기장,1660,202206
1030. 미호 플랜트 앞,1663,202206
1214. 오금역 7번 출구 인근,1664,202206
411. DMC홍보관,1666,202206
1440. 면목2동 사거리,1666,202206
1260. 방이동 한양3차아파트 옆,1667,202206
4004. 당고개입구오거리 당현천변,1668,202206
2431.대치역 7번출구,1671,202206
1461.동양엔파트 앞,1671,202206
1267. 올림픽공원 남2문 앞,1671,202206
1639. 희성오피앙,1674,202206
3919. 구로역·NC신구로점 버스정류장(구로역 방면),1674,202206
301. 경복궁역 7번출구 앞,1675,202206
2901.공릉동풍림아파트 101동,1677,202206
2821.청구아파트 앞,1677,202206
1931. 개봉역2번출구 A,1678,202206
4108. 답십리파크자이아파트 앞,1679,202206
1685. 불암고등학교 앞 횡단보도,1679,202206
3786. 강서힐스테이트 상가 앞,1681,202206
832. 이촌1동 주민센터 뒤,1681,202206
1333. 석관초등학교 앞,1689,202206
3013.서울지방고용노동청 앞,1690,202206
1705. 도봉구청 정문앞,1693,202206
488.푸르메병원,1694,202206
1697.상계주공2단지 219동,1696,202206
4566. 대림성원상떼빌아파트,1697,202206
239. 유스호스텔 앞,1697,202206
3814. 난곡사거리,1698,202206
627. 장안동삼거리 교통섬,1701,202206
2604. 풍납토성 서성벽터A,1701,202206
516. 광진메디칼 앞,1704,202206
1206. 9호선종합운동장역 9번출구,1705,202206
3552.서울숲 공영주차장앞,1707,202206
2119. 중앙동 동진빌딩,1708,202206
1012. 서울 상운차량,1709,202206
908. 구산역 4번출구,1712,202206
2711.가로공원공영주차장 1번 출구,1714,202206
1170. 강서구보건소,1716,202206
1952. 천왕연지타운2단지 앞,1718,202206
1407. 먹골역 1번출구 뒤,1719,202206
3860. 건국대학교 정문 앞,1721,202206
5055. 마곡역5번출구앞,1721,202206
3502. 중곡역 1번출구,1722,202206
204. 국회의사당역 5번출구 옆,1725,202206
3214.영등포 푸르지오,1726,202206
4510. 신정네거리역 교차로,1728,202206
1962. 가리봉동주민센터,1732,202206
2105. 미성동 신림체육센터,1733,202206
2279. 교대역 5번출구뒤,1733,202206
4796. 부산은행,1737,202206
1707. 도봉구민회관,1737,202206
1088.풍납사거리(강동),1740,202206
3125.연희파크푸르지오아파트 앞,1742,202206
310. 청계광장 옆,1742,202206
4711. 올림픽기념 국민생활관 로터리,1743,202206
1975. 대림역 1번 출입구 밑,1745,202206
3201.당산skv1센터,1745,202206
3417.창신3동주민센터,1748,202206
658. 촬영소 사거리,1752,202206
2104. 사당역 5번출구,1753,202206
1848. 벽산 디지털밸리 5차,1753,202206
985. 은평세무서 버스정류장(은평구청 방면),1754,202206
2633.송파학사 옆,1756,202206
314. 국립현대미술관,1756,202206
2414. 도곡역 아카데미스위트 앞,1757,202206
3206.문래동 주민센터,1758,202206
1168. 마곡엠밸리10단지 앞,1759,202206
984.상신초등학교앞 버스정류장,1761,202206
3684. 고덕자이(105동 앞),1762,202206
1274. 영파여고 앞,1765,202206
1966. 한마을아파트 정문상가,1765,202206
2342. 대청역 1번출구 뒤,1766,202206
962. 은평뉴타운 힐데스하임,1766,202206
387. 훈련원공원주차장 앞,1766,202206
4657. 본 서부병원 교차로 사거리,1772,202206
1385.성신여대입구역 3번출구 앞,1775,202206
1074.대명초교입구 사거리,1776,202206
2658.가락몰 업무동,1776,202206
3566.우성4차아파트,1777,202206
1086.래미안 솔베뉴(구천면로),1779,202206
1478.홈플러스 상봉점 앞,1780,202206
530. 청계벽산아파트 앞,1781,202206
420. 서울시 공공자전거 상암센터,1785,202206
4026. 상계주공1단지아파트,1787,202206
2735.마곡 공공청사,1790,202206
826. 서울역 서부교차로2,1794,202206
2505. 우성아파트사거리 (기업은행앞),1794,202206
4167. 구로교 아래,1797,202206
3550.금호나들목,1798,202206
492.성산시영아파트 후문,1799,202206
622. 전농사거리 교통섬,1801,202206
2111. 서울대입구역 1번출구,1801,202206
1194. 센서텍㈜,1801,202206
849. 삼각지 자이아파트,1802,202206
1956. 동아1차APT105동 버스정류장(신도림중학교 방면),1802,202206
2003. 사육신공원앞,1804,202206
557. 도선동 주민센터 앞,1808,202206
1767.태양중앙교회 앞,1810,202206
1081.트레빌빌딩,1812,202206
473.을지로4가역 9번출구,1812,202206
1446. 중랑전화국 교차로,1812,202206
2651.경찰병원역 3번출구 앞,1815,202206
3879. 중랑천 뚝방길 산책로 입구,1815,202206
112. 극동방송국 앞,1817,202206
1286. 위례중앙푸르지오 1단지 앞,1818,202206
4820. 망우역 2번 출구,1819,202206
2016. 신대방삼거리역 3번출구쪽,1819,202206
4019. 상계주공10단지 버스정류소,1819,202206
711. 신일해피트리아파트 앞,1822,202206
334. 종로3가역 2번출구 뒤,1826,202206
1249. 아주중학교건너편,1826,202206
1431. 중랑구청 사거리,1828,202206
1804. 독산역 2번출구 자전거주차장,1828,202206
2211. 서초구립반포도서관 앞,1830,202206
3782. 겸재정선미술관,1832,202206
815. LIG강촌아파트 103동앞,1832,202206
4491. 장지역 1번출구,1834,202206
1413. 봉화산역 5번출구 뒤,1838,202206
3907. 신도림7차e편한세상아파트 806동 앞,1839,202206
669.청계한신휴플러스앞 삼거리,1840,202206
722. 경서농협 버스정류장(우리은행신정동지점방향),1841,202206
1229. 송파체육문화회관 앞,1841,202206
1336. 성북3교 위,1844,202206
1327. 상월곡역 3번출구,1844,202206
3587.우성식품 앞,1847,202206
900. 은평예술회관,1848,202206
181. 망원초록길 입구,1848,202206
1605. 헬스케어,1850,202206
385. 종각역 5번출구,1851,202206
3868. 자양한강도서관,1852,202206
3683. KT&G강동지사,1852,202206
412. DMC산학협력연구센터 앞,1853,202206
4522. 신곡시장,1854,202206
2189. 봉천역 4번출구,1861,202206
917. 녹번역 3번출구,1862,202206
4710. 자교교회 앞,1863,202206
1059. 래미안 강동팰리스(102동),1864,202206
4812. 묵동 이마트 앞,1865,202206
1640. 한내근린공원 북측,1866,202206
1362. 보문역6번출구 앞,1868,202206
1141. 곰달래 문화복지센터 1-1,1869,202206
1319. 종암사거리 분수대,1870,202206
2231. 삼성타운(삼성생명) A동 맞은편,1872,202206
179. 가좌역 4번출구 앞,1874,202206
2746.수명산파크 4단지 411동 앞,1874,202206
490.가온문화공원,1875,202206
1108. 공항시장역 2번출구 뒤,1876,202206
220. 미성아파트 A동 앞,1878,202206
4024. 꿈의숲 SK뷰 아파트,1878,202206
758. 한사랑교회 앞,1879,202206
4557. 리버뷰신안인스빌2차 후문,1884,202206
1957. 구일고등학교 정문,1886,202206
624. 전농동 동아아파트 앞,1895,202206
3011.경의선(노고산동),1896,202206
4532. 목동현대아파트 후문 앞,1898,202206
1667. 중계중학교,1899,202206
1964. 원메디타운 앞,1900,202206
2007. 유한양행앞,1900,202206
2170. 조원동서울본병원,1903,202206
1175. 대한항공 인력개발센터,1905,202206
4598. 오목교 동측 지하보도,1907,202206
438. 성산2-1 공영주차장,1911,202206
178. 증산3교 앞,1913,202206
1174. 강서구청사거리(부민병원),1913,202206
1185. 등촌9단지,1914,202206
2404. 대모산입구역 4번 출구 앞,1915,202206
1338. 용문2교 옆,1915,202206
766. 신목동역 3번출구,1916,202206
1471.동양쇼핑 정류소 앞,1916,202206
326. 안국역 5번출구 앞,1917,202206
4804. 동서울농협 앞,1920,202206
537. 한양대후문역 부근,1925,202206
674.고대앞사거리 교통섬,1926,202206
1991. 오류동역 맞은편,1927,202206
558. 성동광진 교육지원청 앞,1927,202206
4114. 휘경여중고삼거리,1929,202206
1456. 상아빌딩(우림시장 교차로),1930,202206
1670. 노원경찰서교차로,1931,202206
426. 서울신용보증재단,1931,202206
4633. 센트럴파크타워 앞,1933,202206
340. 혜화동 로터리,1936,202206
3549.건영아파트 앞,1937,202206
4377. 우영테크노센터 앞,1941,202206
1974. 신도림2차e편한세상아파트 203동 앞,1941,202206
4020. 중계동 성모빌딩 앞,1946,202206
2742.강서구민올림픽체육센터,1947,202206
2115. 관악구시설관리공단,1952,202206
663. 외대앞역 4번출구,1954,202206
1190. 마곡역 교차로(2번출구),1955,202206
2644. 성내5교,1959,202206
989. 신응교(가좌로) 앞,1961,202206
4080. 창동주공19단지앞,1962,202206
615. 용두동 래미안허브리츠아파트 앞,1962,202206
2108. 은천치안센터,1966,202206
1920. 서울미래초등학교 사거리,1966,202206
2384. 자곡사거리,1967,202206
116. 일진아이윌아파트 옆,1967,202206
266. 영등포청과시장 사거리,1968,202206
4383. 푸조비즈타워 앞,1968,202206
1121. 가양레포츠센터 앞,1971,202206
368. SK 서린빌딩 앞,1974,202206
4169. 신대방삼거리,1983,202206
1061. 천호초교 입구 사거리(일주빌딩),1984,202206
3656. 둔촌푸르지오아파트,1985,202206
221. 여의도초교 앞,1985,202206
4500. 풍납나들목,1985,202206
1677. 육군사관학교 앞,1985,202206
1028. 포레스 주상복합 빌딩,1988,202206
657. 동대문롯데캐슬아파트 앞,1994,202206
201. 진미파라곤 앞,1994,202206
605. 신설동역8번출구,1995,202206
2056. 동작구민 체육센터,1999,202206
"773.염창역 3, 4번 출구 사이",2000,202206
1959. 구로구의회 앞,2003,202206
1933. 개봉푸르지오아파트 상가,2005,202206
961. 불광역 9번 출구,2006,202206
128. 신촌역(2호선) 1번출구 옆,2006,202206
763. 목동11단지 아파트,2006,202206
1657. 노원구청,2008,202206
834. 효창공원앞역 3번출구 뒤,2009,202206
550. 서울시설공단 앞,2009,202206
1744.KT방학지사 앞,2009,202206
3687. 신명초교입구 교차로,2013,202206
"1501. 미아역 3번,4번 출구 사이",2014,202206
2103. 신림동 우방아파트,2014,202206
1824. 독산근린공원 입구,2015,202206
3754. 신방화역 8번출구,2017,202206
255. 도림사거리,2017,202206
4117. 휘경119안전센터 앞,2021,202206
264. 교보생명보험 앞,2021,202206
5062. 마곡동 767-6,2022,202206
3581.광진광장,2025,202206
578. 성동세무서 부근,2027,202206
1908. 해원리바파크 육교 밑,2028,202206
2648.헬리오시티 112동 앞,2030,202206
3544.한양대역 3번 출구,2035,202206
104. 합정역 1번출구 앞,2037,202206
972. 수색역,2041,202206
1535. 효성인텔리안 앞,2043,202206
3756. 마곡힐스테이트 정문,2043,202206
1984. 구로구청,2043,202206
3578.중곡동 파크웨이빌딩,2044,202206
234. 영등포구민체육센터 앞,2048,202206
1450. 화랑대역 7번출구,2048,202206
3422.성균관대 정문,2048,202206
2707.한강아파트,2053,202206
1390.석관래미안아트리치,2055,202206
1318. 길음역 3번출구 뒤,2055,202206
507. 성수아이에스비즈타워 앞,2059,202206
398. 을지로3가역 3번출구,2062,202206
369. 광화문 시민열린마당,2065,202206
2605. 복정역 1번 출구 앞,2067,202206
2169. 봉천역 2번출구,2070,202206
739. 신월사거리,2074,202206
1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,2076,202206
231. 남부고용노동지청 남측,2077,202206
700. KB국민은행 염창역 지점 앞,2078,202206
1075.천동초교 삼거리,2082,202206
4381. 더스페이스타워 앞,2084,202206
3415.동대문역6번출구,2088,202206
716.신정6동 주민센터 인근,2088,202206
1148. 볏골공원,2090,202206
2653.올림픽공원사거리(선수촌아파트),2092,202206
3774. 마곡9단지 910동 상가앞,2096,202206
511. 서울숲역 5번 출구 옆,2099,202206
214. 금융감독원 앞,2100,202206
3865. 이튼타워리버 2차,2101,202206
2220. 반포본동 주민센터 앞,2101,202206
4222. 서울디자인고등학교 앞,2102,202206
1245. 문정 법조단지9,2105,202206
2908. 광운대학교 중앙도서관,2107,202206
2530.삼호3차아파트 앞,2107,202206
3914. 신도림쌍용플래티넘노블아파트 앞,2107,202206
546. 잠실대교북단 교차로,2107,202206
2060. 남성역3번출구 뒤,2109,202206
2054. 삼익아파트,2110,202206
563. 성동세무서 건너편,2113,202206
3586.군자역 비채온 오피스텔,2113,202206
3413.종로플레이스,2115,202206
4484. 잠실나루역4번출구뒤,2116,202206
626. 군자교 서측 녹지대,2117,202206
1530. 광산사거리,2120,202206
1404. 동일로 지하차도,2120,202206
3407.안국동사거리(신),2123,202206
157. 애오개역 4번출구 앞,2124,202206
2252. 잔디마을 마을버스 정류장,2128,202206
4418. 종암동 동덕여대 제2생활관 앞,2137,202206
4036. 하계역 6번출구,2141,202206
1690. 도봉운전면허시험장 버스정류장 옆,2144,202206
3212.신풍역 6번출구,2144,202206
1146. 곰달래사거리,2146,202206
265. 영등포유통상가 사거리,2147,202206
1369. 미아사거리,2148,202206
1737. 하나은행 (창동점),2153,202206
237. 보라매 두산위브 건너편,2157,202206
481.신당역 10번 출구,2159,202206
1552. 강북구청사거리(던킨도너츠 앞),2161,202206
166. 가재울 초등학교,2161,202206
2741.마곡수명산파크5-6단지,2162,202206
1708. 보건소사거리(다비치안경창동점),2162,202206
1433. 중화역 2번출구,2163,202206
1841. 가산동 주민센터,2166,202206
1224. 아시아지하보도 2번 출구,2166,202206
4013. 중계 롯데마트,2172,202206
1416. 상봉역 3번출구,2176,202206
3560.성동구 견인차량 보관소 앞,2177,202206
701. 목동사거리 부근,2177,202206
5752. 풍납백제문화공원 옆 인근,2181,202206
248. 초원아파트 앞,2182,202206
819. 선린인터넷 고등학교,2183,202206
860.LG한강 자이아파트 앞,2186,202206
329. 청계2가 사거리 옆,2190,202206
2909. 석계역 3번 출구,2191,202206
915. 증산역 4번출구,2192,202206
1021. 강일동 리슈빌 빌딩앞,2193,202206
2070. 노량진역 2번 출구 앞,2193,202206
521. 왕십리역 11번 출구 앞,2194,202206
1226. 잠실4동 주민센터 옆,2201,202206
950. 구산역 2번 출구 예일여고 버스정류장,2204,202206
374. 청구역 2번출구 앞,2206,202206
2702. 마곡 엠밸리2단지,2207,202206
5053. 신마곡벽산블루밍메트로오피스텔앞,2208,202206
2171. 서울대입구역 5번출구,2216,202206
3764. 관문주유소(GS칼택스) 앞,2216,202206
