대여소 명,대여 건수,대여일자/월
343. 예일빌딩(율곡로) 앞,694,202206
2205. 내곡3단지 어린이공원 앞,696,202206
1768.신동아타워 버스정류소,696,202206
3643. 더시그넘하우스 앞,697,202206
2319. 포스코사거리 서측(수협 삼성동 지점),698,202206
2389. 경기여자고등학교 후문 (삼성로3길 입구),699,202206
3537. 아차산 휴먼시아 아파트 옆,699,202206
1032. 선사고등학교,699,202206
3543. 세종대학교(학술정보원),699,202206
441.염천교사거리,700,202206
4683. 은평 성모병원 사거리,701,202206
3588.세종대학교(영실관),702,202206
4033. 녹천역 4번 출구 옆,703,202206
4874. 탄천1교 하부보도,703,202206
4035. 수락 행복발전소 앞,704,202206
2356. 강남구청,704,202206
840. 용산 파크타워 앞,705,202206
3770. 남부순환로 205,705,202206
1031. 올림픽로 836(아리수로),705,202206
1241. 문정 법조단지5,706,202206
2396. 영동3교 북단(우성캐릭터 앞 보도),706,202206
4821. 동원초등학교 정문 앞,706,202206
1732. 우리은행 앞,707,202206
2069. 숭실대 입구역3번 출구 앞,707,202206
760. 잣절보도육교 아래,709,202206
4207. 아만티호텔 앞,712,202206
1825. 한신아파트 앞 육교 아래,712,202206
1693. 원자력 병원,712,202206
1325. 상월곡역 4번출구,713,202206
3906. 천왕차량사업소 입구,713,202206
2190.도원맨션,713,202206
3675. 강동리버스트8단지,714,202206
4627. 효창공원앞역 5번출구 옆,715,202206
2550.양재동 꽃시장 건너편,715,202206
606. 휘경공고앞,715,202206
2501. 서초 포레스타5단지,715,202206
468.웨스틴 조선호텔,715,202206
1976. 남구로역 5번 출입구 앞,717,202206
167. 연가초등학교 옆,717,202206
572. 국립정신 건강센터 앞,718,202206
1845. 롯데캐슬골드파크1차 서문,718,202206
995.은평다목적체육관,719,202206
3797. 마곡수명산파크7단지 710동 앞,720,202206
4251. 공덕역 경의선숲길 커뮤니티센터,723,202206
4058. 다락원체육공원 전망대 입구,723,202206
3673. 강동리버스트6단지,723,202206
3807. 관악우체국 교차로,724,202206
2339. 현대아파트 정문 앞,724,202206
2062. 사당새마을금고,725,202206
4621. 남산도서관 앞,726,202206
925. 불광역 2번출구,727,202206
1516. 우이초등학교 후문 옆,728,202206
1646. 삼육대 입구,728,202206
3980. 금천현대홈타운 후문 서부샛길,729,202206
371. 동대입구역 6번출구 뒤,731,202206
2716.롯데 R&D 센터,731,202206
2024. 상도역 1번출구,734,202206
4591. 신길자이아파트,734,202206
848. 삼각지12번 출구,735,202206
4578.보라매sk뷰,735,202206
4493. 마천사거리 2,736,202206
3676. 강동리엔파크9단지,737,202206
4665. 응암역3번 출구(서부경찰서 방면),738,202206
2385. 학동역,738,202206
2422.수서동 성당 맞은편,739,202206
965. 서울특별시 은평병원,741,202206
1723. 방학동학마을도서관,741,202206
2297. 남부터미널역 1번출구,742,202206
2426.강남한신휴플러스 6단지,744,202206
3644. 상록수아파트,745,202206
2127. 난곡종점,745,202206
4555. 대림우성2차아파트,745,202206
1809. LG전자 별관동(호서대 벤처타워 맞은편),747,202206
3912. 삼호아파트 앞,748,202206
953. 서울연신초등학교,749,202206
"4605. 노들섬 다목적홀(동쪽) 숲, 앞",750,202206
160. 북아현동 가구거리,750,202206
141. 연대 대운동장 옆,751,202206
1736. 버스정류장 앞,752,202206
3629. 청담사거리(신한오피스텔빌딩 앞),753,202206
2293. SPC 앞,754,202206
1727. 서울도봉초등학교인근,754,202206
2065. 서울시여성가족재단,756,202206
337. 창경궁 입구,756,202206
4836. 양원역 1번 출구,758,202206
2212.서초현대4차아파트 201동 맞은편,759,202206
1285. 위례별 유치원 뒤,759,202206
1758.북서울교회 버스정류소 앞,759,202206
1702. 녹천역 1번출구 앞,759,202206
757. 신정이펜하우스 1단지아파트 입구 사거리,762,202206
2008. 노량진근린공원 대방공원,762,202206
3969. 독산역 롯데캐슬 104동 앞,763,202206
3127.홍은2파출소 옆,763,202206
2344. 리엔파크 2단지 앞,763,202206
2903.월계초안아파트 1단지,764,202206
2229.로고스교회 맞은 편,765,202206
2547.포드서초서비스센터앞,765,202206
4905. 강남경찰서,765,202206
1275. 거여초등학교 옆,765,202206
636. 세종대왕기념관 교차로,766,202206
470.회현역 7번출구,767,202206
667.청량차도 육교 밑,770,202206
3776. 김포공항교차로,771,202206
2172. 나들목공원,771,202206
4246. 상수역새마을금고,772,202206
2243.서울가정법원,772,202206
3686. 고덕 래미안 힐스테이트(101동),774,202206
745. 강서초등학교,778,202206
2268. 서초4동주민센터,778,202206
1543. 수유1동 주민센터,778,202206
4774. 을지로입구역 8번출구,778,202206
382. 약수역 10번출구 앞,779,202206
4307. 고투몰 gate 15옆,779,202206
4173. 중대후문 마을버스정류장,780,202206
1083.광문고교사거리(아이파크),781,202206
271. 샛강생태공원방문자센터 앞,781,202206
1137. 등촌2동주민센터,783,202206
909. 백련산 힐스테이트 3차,783,202206
3880. 홍련봉 공원,783,202206
922. 연신내역 4번출구,784,202206
3813. 낙성대역 5번출구,784,202206
4313. 반포종합운동장,787,202206
1664. 노해근린공원내,788,202206
1198. LG 사이언스파크,789,202206
233. 양평1동 YP센터 앞,789,202206
1713. 쌍문동 이안아파트 앞,790,202206
2373. 개포동역 사거리,792,202206
1916. 구로중학교앞,793,202206
3711. 월계2교 교차로,795,202206
3211.신길 래미안 프레비뉴,795,202206
2394. 개포래미안포레스트아파트 107동 앞,796,202206
2625.가락종합 사회복지관,796,202206
3761. 나이아가라관광호텔,797,202206
"2419.봉은사역 1,2번 출구",797,202206
2314. 청담나들목입구,798,202206
1056. 강일리버파크 7~11단지,798,202206
1344. 아리랑시네센터 앞,798,202206
4472. 송파파크데일 1단지 115동 건너편,799,202206
446. 상명대입구,800,202206
2328. 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,800,202206
192. 연서어린이공원,802,202206
4775. 을지로지하쇼핑센터,804,202206
652. 답십리 래미안엘파인아파트 입구,804,202206
1859. 대륭테크노타운 18차,804,202206
1831. 메이퀸웨딩컨벤션 앞,806,202206
2430.강남파이낸스센터앞(역삼역2번출구),806,202206
1515. 송천동 주민센터,806,202206
1518. SK telecom(수유직영점) 앞,806,202206
3508. 화양사거리,806,202206
927. 연신내역 3번출구 인근,807,202206
3130.가재울사거리,808,202206
591. 건국대학교 (행정관),810,202206
4863. 잠실나들목5,810,202206
4838.동원사거리 행복오피스텔 앞,810,202206
347. 동대문역사문화공원역 9번출구 앞,811,202206
1057. 능골근린공원,811,202206
142. 아현역 4번출구 앞,811,202206
3863. 동일로58길 입구,813,202206
3690. 강일역 4번출구,815,202206
471.회현사거리 남측,815,202206
506. 금호 어울림 아파트 앞,816,202206
4084. 도봉동실내스포츠센터,816,202206
2263. 바우뫼문화복지회관,817,202206
4676. 갈현1동 주민센터,818,202206
3132.홍제교,819,202206
4253. 홍은도담도서관,819,202206
2139. 서울신성초등학교,821,202206
3129.DMC래미안e편한세상203동옆,827,202206
1041. 묘곡초등학교,829,202206
1751. 창원초등학교 교차로,829,202206
2341. 일원역 4~5번 출구 사이,830,202206
413. 상암월드컵파크 3단지 후문,830,202206
2250. 서초유치원 맞은편,831,202206
4887. 호돌이상가,833,202206
2237.서울남부터미널 대합실 입구,834,202206
2617. 가락삼환아파트 앞,835,202206
1725. 창1동주민센터,835,202206
790.화곡고가 사거리,836,202206
3985. 디폴리스 지식산업센터,836,202206
845. 용산 선인상가,836,202206
4871. 오금동 대림아파트 정문,841,202206
2542.신논현타워 앞,841,202206
1472.영성빌딩(PAT),843,202206
349. 사직동주민센터,843,202206
3558.마장동 금호어울림APT앞,844,202206
1480. 용마지구대 옆,845,202206
1299. 송파소방서 (방이119안전센터),846,202206
3801. 이랜드글로벌R&D센터,846,202206
1302. 한성대입구역6번출구 뒤,846,202206
3665. 고덕센트럴 아이파크상가 앞,847,202206
1063.강동롯데캐슬퍼스트 아파트(관리동),847,202206
3207.양남사거리1,848,202206
607. 신이문역 2번출구,849,202206
4009. 월계프라자,849,202206
4615. 크라운호텔앞 버스정류소,850,202206
3412.세운상가,850,202206
2196. 봉천역 3번출구,850,202206
3853. 어린이대공원역 2번출구,851,202206
1574.송중초등학교 옆,853,202206
1854. 가산아네스트 오피스텔 앞,853,202206
555. 구의3동주민센터,853,202206
1870.독산3동주민센터 앞,853,202206
3510. 중곡SK아파트앞,854,202206
4800. 필동 삼거리,855,202206
2242.양재역 11번 출구 앞,855,202206
843. 녹사평역 광장,855,202206
1280. 송파파크데일 2단지입구 앞 주차장,857,202206
1672. 상계동수락리버시티,859,202206
1018. 둔촌 주공 GS 맞은편,860,202206
4616. 신용산지하차도 앞,864,202206
4902. 구역삼세무서 교차로,865,202206
2421. 신논현역 4번출구,865,202206
677.청량리역 4번 5번출구 사이,865,202206
332. 을지로2가 사거리 남측,866,202206
1554.번동사거리,867,202206
3691. 둔촌역 2번출구,868,202206
4634. 이태원역 3번 출구,869,202206
2321. 학여울역 사거리,870,202206
1457. 동원사거리,870,202206
2320. 도곡역 대치지구대 방향,870,202206
1348. 성북제일새마을금고 본점 앞,871,202206
1373. 성북구보건소 건너편,874,202206
4458. 가락2동주민센터 인근,875,202206
1822. 서울 시흥동우체국 앞,875,202206
600. 휘경2동 주민센터,875,202206
452. 동대문 종합시장 버스정류장,876,202206
4103. 휘경sk뷰아파트 앞,876,202206
282. 신한은행 대림동지점,877,202206
4462. 가락중학교 앞,877,202206
2239.교대역 6번출구,878,202206
3122.북가좌삼거리2,878,202206
2227.방배열린문화센터 앞,884,202206
2026. 흑석역 4번출구,884,202206
1835. STX V타워,884,202206
976.진관고등학교앞,884,202206
1999. 수궁동 성당 주변,889,202206
3553.마장역3번출구,891,202206
4414. 안암역 3번 출구,891,202206
2655.송이공원,893,202206
4306. 서래공원 앞,893,202206
2330. 역삼월드메르디앙아파트 앞,893,202206
1042. 강일리버파크 2~5단지,893,202206
4589. KRX한국거래소(1),895,202206
3115.북아현 치안센터 인근,896,202206
2409. 역삼동 디오슈페리움 (우성아파트 사거리),897,202206
4534. 월정초교 앞 사거리,898,202206
4360. 르노삼성자동차 성수사업소 앞,898,202206
1340. 광운초등학교 앞,900,202206
1067.한영중고앞사거리,901,202206
3110.홍은 현대아이파크 아파트 202동 앞,902,202206
1425. 용마문화복지센터,903,202206
946. 독바위역,903,202206
4480. 가락시장 남1문 사거리,905,202206
351. 청운초교 앞 삼거리,905,202206
4563. 여의도 은하아파트,905,202206
2186. 낙성대입구삼거리,906,202206
1025. 상일초등학교,907,202206
2299. 한전아트센터 앞,907,202206
2313. 금원빌딩 앞,908,202206
1291. 서울체육고등학교 앞,908,202206
1070.(시립)고덕평생학습관,908,202206
4073.방아골종합사회복지관,909,202206
2144. 난우길입구,910,202206
1532. 번3동 주민센터 교차로,911,202206
118. 광흥창역 2번출구 앞,913,202206
3908. 오류동 다숲오피스텔 앞,917,202206
260. 여의도 마리나선착장 앞,918,202206
3718. 번동 SK LPG 충전소,918,202206
4901.KT&G타워 옆(상상마당 대치아트홀),919,202206
3977. 말미사거리,920,202206
406. 상암월드컵파크 7단지 앞,921,202206
3618. 서울율현초교 삼거리,921,202206
3642. LH강남힐스테이트아파트,921,202206
331. 을지로2가 사거리 북측,921,202206
309. 광화문역 6번출구 옆 B,926,202206
1998. 고척교 교차로,926,202206
1568.4.19민주묘지 입구사거리,927,202206
1706. 기업은행 앞,928,202206
1358. 정릉도서관 앞,928,202206
3694. 강동리엔파크 11단지,929,202206
140. 이화여대 후문,930,202206
1159. 서서울모터리움 앞,931,202206
5855. 하이투자증권 앞,931,202206
2537.양재역 8번출구 앞,932,202206
2027. 중앙대학교 정문 1,933,202206
2213. 고속터미널역 5번출구 앞,933,202206
2631.배명고등학교,934,202206
666.이문대성유니드아파트 앞,934,202206
1420. 신내어울공원 앞,934,202206
3425.광화문 풍림스페이스본 1단지앞,935,202206
4618. 풍전아파트 건너편,935,202206
3104. e편한세상 신촌4단지 앞,938,202206
852.청암자이APT(103동),939,202206
3623. 일원에코파크 앞(개포로 방면),941,202206
4906. 섬유센터 앞,943,202206
1993. 금강수목원아파트 앞,945,202206
1812. 갑을그레이트밸리 앞,945,202206
1641. 한내근린공원 남측,945,202206
4889. 마천역 1번 출구 인근②,946,202206
285. 대림3동사거리(하나은행),946,202206
979.원풍빌라앞,948,202206
4303. 매헌역 2번출구앞광역버스 정류장앞(22-297),949,202206
1536. 번동 두산위브 101동 옆,951,202206
2819.하늘숲초등학교 앞,951,202206
923. 국민은행 연서지점,952,202206
3918. 이좋은집오피스텔 앞,953,202206
5067. 주원 리젠트 앞,953,202206
712. 강월초교입구 사거리,953,202206
436. 이대역 5번출구,953,202206
4808. 신내2동 주민센터 앞,954,202206
3983. 금천구청역 1번 출구,956,202206
630. 동대문구 보건소,958,202206
4206. 광흥창역5번출구,958,202206
2128. 관악구청교차로,958,202206
4107. 장안동근린공원 입구,959,202206
135. 명물길 원형무대 앞,959,202206
3411.종묘,959,202206
1936. 개봉역 1번 출구 자전거보관서쪽,959,202206
4603. 한강GS에클라트 건너편 교통섬,960,202206
960. 구파발역 환승센터,960,202206
1519. 세븐일레븐 수유장미원점 앞,960,202206
520. 상왕십리역 4번 출구 앞,961,202206
1360. 정릉역,961,202206
251. 서울지방병무청 버스정류장,962,202206
4880. 송파청소년센터,963,202206
198. 충정2교,963,202206
430. KEB하나은행 장충동지점,964,202206
4469. 거여동 어울림아파트 102동앞,964,202206
2509. 심산기념문화센터,965,202206
1266. 문정동 글샘 공원,965,202206
713. 양서중학교 옆,965,202206
1628. 노일초등학교 앞,967,202206
298.KBS 연구동 건너편,968,202206
4499. 세양청마루 101동 앞,969,202206
2198.사랑의병원,971,202206
3101. 서대문구청,973,202206
1829. 홈플러스 금천점 앞,973,202206
"2359. 국립국악중,고교 정문 맞은편",973,202206
3221.서울특별시 남부교육지원청,973,202206
299.여의도 순복음교회,973,202206
2315. 봉은사역 5번출구 옆,973,202206
639. 서울시립대 후문,974,202206
416. 상암월드컵파크 1단지 교차로,975,202206
3116.신촌역 4번출구,975,202206
810. 이태원지하보도,976,202206
4835. 망우동 본죽 앞,977,202206
2145. 은천초등학교 육교,977,202206
1388. 돈암초교입구 버스정류장(한성대입구역 방면),978,202206
4857. 올림픽공원 장미광장,978,202206
2084.e편한세상 상도노빌리티 앞,980,202206
3963. 에이스 하드웨어(시흥대로 396) 앞,980,202206
1187. 강서수산물도매시장,981,202206
3113.독립문역사거리,981,202206
1528. 삼각산동 주민센터,982,202206
538. 답십리역 8번출구 앞,984,202206
1775.신원리베르텔 앞,985,202206
2503. 반포1동 서초빌딩 앞,986,202206
2627.문정시영아파트 5동 앞 공원,986,202206
1130. 화곡본동시장 버스정류장,986,202206
3545.한양대역 1번출구,987,202206
4886. 배명고등학교 건너편,988,202206
4224. 서부운전면허시험장,989,202206
391. 시립미술관,989,202206
4707. 청계3가 사거리,990,202206
4370. 서울숲IT캐슬 앞,991,202206
2325. 대치삼성아파트 앞 교차로,993,202206
4855. 거여5단지 503동 앞,994,202206
3008.DMC역7번출구,996,202206
402. 상암월드컵파크 9단지 앞,997,202206
476.광희문,997,202206
1303. 돈암초교 입구,998,202206
4074. 도봉구육아종합지원센터(창동),998,202206
1256. 문정현대아파트 교차로,999,202206
2185. 대학동 고시촌,1001,202206
954. 은평뉴타운구파발9단지,1001,202206
518. 청계천 박물관 앞,1002,202206
1364. 성북동 치안센터 앞,1002,202206
121. 마포소방서 앞,1003,202206
2167. 낙성대역 1번출구,1004,202206
195. 모래내고가차도,1012,202206
2603. 송파 글마루 도서관,1013,202206
4671. 청구성심병원 앞,1013,202206
3956. 대륭테크노타운21차 앞,1014,202206
656. 영휘원 교차로,1015,202206
948. 디지털미디어 시티역 4번출구(DMC역),1017,202206
"4663. 불광역3,6호선 버스정류장(동명여고 방면)",1018,202206
328. 탑골공원 앞,1018,202206
2122. 낙성대로 입구,1019,202206
4211. 시석빌딩 앞,1020,202206
2036. 정금마을 마을버스정류장,1020,202206
4530. 방아다리어린이공원,1021,202206
1049. 강일리버파크 10단지,1023,202206
4856. 올림픽공원 서1문 앞,1024,202206
748. 목동운동장,1024,202206
2271. 내방역 8번출구 앞,1024,202206
3873. 동서울우편집중국 앞,1024,202206
2215. 반포종합운동장 입구,1024,202206
2634.위례포레샤인아파트 2318동,1025,202206
1634. 당고개공원 대여소,1026,202206
2214. 신반포역 2번출구 앞,1027,202206
1240. 문정 법조단지4,1027,202206
4054. KT프라자도봉점 맞은편,1028,202206
1981. 천왕이펜하우스5단지 앞,1029,202206
1217. 송파파인타운 7단지,1029,202206
318. 광교사거리 남측,1029,202206
1349. 월계2교 버스정류장 앞,1030,202206
1026. 대명초교 입구 교차로,1030,202206
2820.신세기아파트 앞,1032,202206
720. 서울강월초등학교 앞,1033,202206
1343. 한성대7번출구 앞,1036,202206
180. 충정로역 7번출구 아래,1036,202206
1230. 송파중학교 정문,1037,202206
4083.도봉아이나라도서관 앞,1038,202206
2654.올림픽선수촌아파트 136동 앞,1038,202206
2657.송파 파인타운 11단지,1038,202206
1772.시립도봉노인복지관 버스정류소,1041,202206
125. 서강대 남문 옆,1041,202206
405. DMC빌 앞,1042,202206
4793. 동대문역사문화공원역 5번출구,1042,202206
185. 마포 신수공원 앞,1042,202206
2405. 청담공원앞 교차로,1042,202206
2037. 동작역 5번출구 동작주차공원,1044,202206
4803. 상봉2동 주민센터 앞,1045,202206
1557.신창교,1046,202206
1770.도봉한신아파트 주변,1048,202206
372. 약수역 3번출구 뒤,1049,202206
710. 금옥여고보도육교,1050,202206
850. KCC용산월츠타워,1050,202206
4002. 상계주공 14단지 상가 앞,1051,202206
1468.먹골역 7번 출구,1051,202206
4588.양남사거리2,1052,202206
3651. 개포동역 4번출구,1053,202206
2228.뒷벌공원 옆,1053,202206
1073.SSTS 몰 앞,1054,202206
1326. 상월곡역 1번출구,1055,202206
1828. 한양수자인아파트 앞,1056,202206
1016. 해뜨는 주유소옆 리엔파크 109동앞,1061,202206
4202. 프런트원(공덕역4번출구 앞),1061,202206
2259. 잠원역 3번-4번 출구사이,1061,202206
2420.학여울역 사거리(LG베스트샵 앞),1061,202206
250. 대림아파트 사거리,1062,202206
2020. 장승배기역2번출구뒷편쪽,1062,202206
4826. 홈플러스 면목점,1064,202206
2266. 서초역 3번출구,1066,202206
122. 신성기사식당 앞,1067,202206
2317. 삼성도로공원,1068,202206
1145. 곰달래 문화복지센터 1-2,1068,202206
2251. 더케이호텔 입구(양재2),1069,202206
1840. 솔브레인이엔지 뒤편,1069,202206
1671. 인덕대학교,1070,202206
1696.수락리버시티4단지,1072,202206
1553.예수그리스도후기성도교회 앞,1073,202206
4797. KG타워 앞,1073,202206
1296. 석촌호수교차로 (송파나루근린공원 앞),1075,202206
2504. 신사역 4번출구 뒤,1075,202206
1405. 망우역 1번출구,1076,202206
440. 하늘공원 입구,1077,202206
4216. 망원정 앞,1078,202206
3525. 금호스포츠센터앞,1078,202206
2528.함지박 사거리,1079,202206
4860. 가락쌍용2차아파트 103동,1079,202206
903. 은평뉴타운 아이파크,1080,202206
864.순천향대학병원(한남오거리),1080,202206
2174. 삼성디지털프라자관악점,1081,202206
1659. 중계동 을지중학교,1082,202206
1068.명일파출소,1082,202206
919. 서울혁신파크,1083,202206
4212. 한화오벨리스크 앞,1084,202206
408. LG CNS앞,1085,202206
2362. 신사동 가로수길 입구,1086,202206
963. 대호프라자아파트,1087,202206
1474.서울중랑우체국,1087,202206
4463. 방이역 2번 출구,1088,202206
714. 한국SGI 양천문화회관 앞,1089,202206
1750. 창포원 남쪽 입구,1090,202206
150. 서강대역 2번출구 앞,1090,202206
4420. 성북구 한예종 캠퍼스 별관,1091,202206
647. 신이문역 1번출구,1091,202206
1715. 서울특별시교육청도봉도서관,1091,202206
1526. 수유동 채선당앞,1092,202206
3505. 신양초교앞 교차로,1093,202206
129. 신촌역(2호선) 6번출구 옆,1093,202206
777.신월6차보람아파트 앞,1094,202206
2408. 강남한양수자인아파트,1094,202206
1734. 쌍문현대1차아파트 108동 앞,1095,202206
3787. 가양나들목,1095,202206
2411. 세곡동 성당,1095,202206
235. 신길동 우리은행 옆,1095,202206
1346. 길음8골어린이공원 옆,1095,202206
407. 마포구 육아종합지원센터,1095,202206
115. 마스타 빌딩 앞,1097,202206
676.FITI시험연구원 앞,1099,202206
4653. 불광역 9번 출구 맞은편,1099,202206
156. 서울서부지방법원 앞,1099,202206
324. 신세계백화점 본점 앞,1100,202206
733. 신정이펜하우스314동,1101,202206
4893. 문정법조단지12,1102,202206
3658. 프라이어팰리스아파트,1103,202206
"1735. 도봉역 1,2번 출구사이 건너편",1103,202206
4601.양평역2번출구 뒤,1105,202206
336. 티마크 호텔 앞,1106,202206
3529. 어린이대공원정문,1107,202206
2418.봉은사역 7번 출구,1108,202206
1719. 신도봉사거리 버스정류장,1110,202206
2273. 일동제약 사거리,1111,202206
4318. 방배역 2번 출구,1115,202206
4794. 서울역 서부교차로(3),1116,202206
654. 전농동 텃골공원,1117,202206
4778. 대신파이낸스센터,1117,202206
1771.성원APT버스정류소,1117,202206
457. 종로꽃시장 입구 옆,1118,202206
3007.MBC 앞,1121,202206
1839. 수출의 다리 아래,1121,202206
665.이문동 쌍용아파트 정문,1122,202206
2365. K+ 타워 앞,1122,202206
455. 종로6가역 버스정류장(동대문 방향),1122,202206
1746. 다이소방학점 앞,1123,202206
4208. 스타벅스(동교동) 앞,1123,202206
725. 양강중학교앞 교차로,1124,202206
1548. 북서울 꿈의숲 서문,1125,202206
"2626.경찰병원역 1,2번 출구 사이",1125,202206
2148. 낙성대역 3번출구 뒤,1125,202206
930. 구 서부경찰서 건너편,1125,202206
2372. 대치역 사거리,1125,202206
1806. 에이스하이엔드타워9차 앞,1125,202206
552. 대림아크로리버 앞,1127,202206
1395.래미안장위포레카운티(102동),1129,202206
305. 종로구청 옆,1130,202206
2095.경문고등학교 앞,1132,202206
2206. 언남초등학교 앞,1132,202206
1862.스타즈호텔독산 빌딩 앞,1132,202206
536. 행당역 2번출구 앞,1133,202206
177. 북가좌 초등학교,1133,202206
762. 오목로 무중력지대 앞,1134,202206
5076. 메이필드호텔앞,1134,202206
138. 신촌동 제1공영주차장 앞,1135,202206
1821. 홈플러스 시흥점 맞은편 다비치안경 앞,1136,202206
"5056. 마곡역4,5번출구",1137,202206
1207. 마천중앙시장,1137,202206
982. 녹번초등학교(서오릉로),1138,202206
4837. 양원지구 힐데스하임 앞,1138,202206
3606. 신사동주민센터 옆,1138,202206
4497. 아시아선수촌아파트 교차로,1138,202206
750. 연의근린공원 건너편,1139,202206
3792. 화곡본동시장 입구,1140,202206
759. 보아스아파트 앞,1140,202206
1856. 모두의학교,1145,202206
1752. 창동 주공 4단지 입구 옆,1146,202206
2245.양재초등학교 맞은편,1146,202206
389. 을지로4가역 1번출구,1146,202206
1464.중화역 4번출구,1149,202206
4034. 상계근린공원 운동장 앞,1149,202206
743. 현대6차아파트 101동 옆,1150,202206
399. 서울역 센트럴 자이아파트,1150,202206
1033. 고덕동 아남아파트,1150,202206
1722. 창동청소년수련관,1151,202206
4536. 양천해누리체육공원,1154,202206
604. 답십리초등학교 옆 공원,1154,202206
1368. 성신여대입구 교차로,1157,202206
4039. 서울시 북부여성발전센터,1157,202206
4042. 상계문화정보도서관,1159,202206
4362. 행당중학교 후문,1161,202206
2277. 길마중4교 하부,1162,202206
1654. 당고개입구 오거리,1163,202206
354. 포르투갈 대사관 앞,1165,202206
628. 휘봉고등학교 앞,1165,202206
2302. 교보타워 버스정류장(신논현역 3번출구 후면),1167,202206
1527. 미아역 1번 출구 뒤,1167,202206
4520. 대성유니드아파트,1170,202206
515. 광양중학교 앞,1170,202206
4576.보라매sk뷰 108동 앞,1173,202206
3311.서울대입구역 4번 출구,1176,202206
1748. 피자헛 앞(도봉병원 옆),1177,202206
904. 은평뉴타운 푸르지오,1178,202206
1060. 천일초교 사거리,1179,202206
2731.명덕고교,1179,202206
1564.4.19민주묘지역 1번출구,1180,202206
188. 홍은동 정원여중 입구,1181,202206
1300. 오륜사거리,1182,202206
3516. 구의아리수정수센터앞,1185,202206
1430. 중랑구청,1186,202206
1651. 상계동 우방유쉘아파트 앞,1188,202206
836. 현대자동차서비스 앞,1189,202206
2369. KT선릉타워,1190,202206
4110. 용두롯데캐슬리치아파트 앞,1190,202206
4411. 동산어린이공원 앞,1193,202206
335. 종로3가역 15번출구 앞,1194,202206
1253. 오금역 3번 출구 뒤,1196,202206
1833. 독산역 1번출구 앞 자전거보관소,1197,202206
1469.먹골역 4번출구,1199,202206
1465.중랑공영차고지 옆,1201,202206
2524.반포쇼핑타운 8동 앞,1202,202206
344. 성균관대 E하우스 앞,1202,202206
706. 신정네거리역,1204,202206
2743.동신아파트 104동 앞,1205,202206
4467. 한림연예예술고등학교,1205,202206
3423.현대그룹(본사),1205,202206
2429.압구정로데오역 6번출구,1205,202206
2082.7호선 이수역7번출구,1206,202206
4875. 위례포레샤인13단지,1207,202206
3816. 관악 GSfresh,1208,202206
4456. 위례포레샤인 2310동 부근,1210,202206
3523. 건국대학교 과학관(이과대) 앞,1212,202206
4367. kt 행당빌딩 앞,1212,202206
464. 삼청동 골목,1212,202206
2515.서초초등학교 후문,1212,202206
3959. 시흥사거리(시흥동 994-3 앞),1214,202206
307. 서울역사박물관 앞,1214,202206
2920.상계중학교(당현2교사거리),1214,202206
2156. 신림푸르지오아파트,1214,202206
359. 원남동사거리,1215,202206
1716. 하나로마트 창동점,1217,202206
2387. 래미안강남힐즈 사거리,1218,202206
3507. 어린이회관,1218,202206
3795. 공항신성빌딩 앞,1219,202206
4828. 신내동 한살림 중랑지구 앞,1220,202206
3864. 광진소방서 앞,1220,202206
3123.DMC파크뷰자이1단지 110동 앞,1221,202206
2116. 에이스에이존빌딩,1221,202206
4590. KRX한국거래소(2),1223,202206
485.서울역5번출구,1223,202206
2191.대학동주민센터,1225,202206
3767. 대원빌딩,1225,202206
3628. 역삼1동 주민센터,1226,202206
358. 성대입구 사거리,1227,202206
3984. 가산롯데아이티캐슬,1227,202206
2415.한티역 롯데백화점 앞,1228,202206
437. 대흥역 1번출구,1228,202206
1247. 문정 법조단지11,1230,202206
1729. 파리바게트앞,1231,202206
1271. 송파도서관,1232,202206
1754. 창동시장입구 사거리,1232,202206
2529.우리은행 방배동지점 앞,1233,202206
1015. 샛마을 근린공원,1233,202206
737. 장수공원,1235,202206
321. KEB 하나금융그룹 명동사옥 옆,1235,202206
4406. 장곡초등학교 앞,1236,202206
1178. 개화산역 2번 출구,1238,202206
1560. 도봉세무서 앞,1239,202206
1930. 개봉지구대 개봉치안센터,1242,202206
1394.길음뉴타운 래미안9단지,1244,202206
1339. 삼성전자서비스 성북센터,1245,202206
3405.파크팰리스,1246,202206
2012. 대림사거리(동작상떼빌아파트),1247,202206
2034. 사당역 7번출구쪽,1248,202206
4869. 잠실나들목6,1249,202206
3204.도림고가도로 밑,1251,202206
2523.뉴코아 킴스클럽 앞,1251,202206
162. 봉원고가차도 밑,1252,202206
3131.연가교 교차로,1252,202206
1869.롯데캐슬골드파크3차 301동 앞,1253,202206
640. 청량리역 2번출구,1254,202206
4419. 성북구 한예종 캠퍼스 본관,1255,202206
3753. 공항중학교 버스정류장,1255,202206
3812. KT관악지점,1256,202206
820. 청파동입구 교차로,1257,202206
1454. 한국전력공사(동대문 중랑지사),1257,202206
2375. 수서역 1번출구 앞,1257,202206
2652.송파 레미니스1단지 102동 앞,1259,202206
806. 전자랜드 본관 앞,1259,202206
4518. 청기와빌딩,1260,202206
4244. 당인리발전소 공원 앞,1261,202206
586. 마장동 주민센터,1262,202206
401. 상암월드컵파크 10단지 앞,1262,202206
4512. 목동13_14단지 사거리,1263,202206
3614. 은마아파트 입구 사거리,1263,202206
2333. 양재역 3번출구 주변,1265,202206
